1.040E-06	1.34E-08	1.8570E+05	7.43E+03
1.629E-06	2.11E-08	2.7381E+05	1.10E+04
7.272E-07	9.34E-09	1.3196E+05	5.28E+03
5.365E-07	6.86E-09	1.0145E+05	4.06E+03
1.621E-06	2.10E-08	2.9447E+05	1.18E+04
2.287E-06	2.97E-08	4.1782E+05	1.67E+04
1.477E-06	1.91E-08	2.6740E+05	1.07E+04
6.721E-07	8.62E-09	1.2565E+05	5.03E+03
